what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1365699285848
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1365699285857
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1365699285859
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1365699285913
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1365699285983
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1365699286081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699286134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699289150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699289236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699291476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699309806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699313558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699313591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699315737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699326217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699329168
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365699330854
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365699334777
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365699334902
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365699337436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365699341147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699441476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699442306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699450739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699455166
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365699474773
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365699478346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365699484826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699516841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699517877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699518200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699519099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699520547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699903621
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365699905327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365699909807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365699917179
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1365699923970
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1365699926024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699933878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699942322
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365699944141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699950433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699956969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699978342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700001212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700005768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700019206
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365700019339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365700019458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700028132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700067610
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365700233480
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365700382750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365700507011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701021858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701228204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701233570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701234381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701234682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701236709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701254970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365701770241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365708482535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365708577393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365708578140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365708578352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365708579544
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365708718570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365708759155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365708851633
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365708874555
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1365708886957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708887110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708887304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708887477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708887772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708888116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708888457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708888830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708889188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365708889538
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365708942292
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365709038734
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365709078220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365709099247
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365709110861
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365709111663
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365709111665
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365709112549
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365709113460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365709121196
