what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365723946866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731924464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731925170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731926016
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365731927281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731944497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731945493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731946369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731947269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731947921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365731951853
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1365731959246
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1365731963530
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365731963565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365731970066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365731971283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365731997144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365732006157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365732007781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365732016382
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365732031764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365732039171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365732044442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365732078051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365732080548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365732122185
