what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1365636980623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365636980757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365636982069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365636992696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637214923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637258768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637266908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637274576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637275579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637326658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637327360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637329530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637330304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637330633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637413483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637428240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637428419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365637465785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365637466403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365637467037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1365637471455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637505776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637505908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365637516690
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365637523394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365637573557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365637585895
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365637594763
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365637601507
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365637611428
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365637612068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365637653850
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365637656026
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365637656311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637660418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637755460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365637766339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365637789045
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365637793682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637794008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637795427
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365637796392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365637807836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365637828036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365637835776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365637851098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642338618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642339434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642435277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642439866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642440800
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365642463534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365642466536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642467626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642470161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642535177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642535248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1365642547692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642550402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642551172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642552762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642553540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642554187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642656559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365642658898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365644897263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365644901482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365649124944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365649126117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365649130364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365649130573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365650099753
